Turn Number,Turn Time
1,0.19689238846867219
2,0.008322875209384684
3,0.019653751652821183
4,0.005177027764934478
5,0.0556353048760225
6,0.004012309338383313
7,0.004181335048752843
8,0.0050514892518930266
9,0.0032217449114850805
10,0.004739694252182236
11,0.004707283982475496
12,0.007252515795903913
13,0.004101335015932295
14,0.004537848015527368
15,0.005257027797754998
16,0.005620515126365189
17,0.005822771619598599
18,0.008704824084030394
19,0.0053874893897392084
20,0.01009928619457895
21,0.01898667445607155
22,0.029545858275223935
23,0.02195570131515956
24,0.023888009800209165
25,0.009088003728411786
26,0.008857029274678685
27,0.006921438737000518
28,0.007298054276124899
29,0.008088618703023132
30,0.006656412987246285
31,0.00462523266676218
32,0.005744002356513733
33,0.022078778288729506
34,0.027629139540159886
35,0.027284524014163702
36,0.03352411631758623
37,0.012802056534177098
38,0.015057236946558694
39,0.029702986544814958
40,0.02265806057766584
41,0.014048416019863064
42,0.01700800697764393
43,0.01717251986564916
44,0.012986261737953586
45,0.027130267540622643
46,0.0587778702678442
47,0.06487059071613976
48,0.06750033538475297
49,0.03567304027611906
50,0.03268637238415284
51,0.062477153836780985
52,0.07118320869054728
53,0.029117960663778808
54,0.036508322670081084
55,0.13013748928717495
56,0.08965254960104607
57,0.07165090119011341
58,0.22272050162892376
59,0.21434839563011088
60,0.07705398032983823
61,0.07221828603827118
62,0.07714833934290821
63,0.11642917597094415
64,0.14898016368416966
65,0.1642224263476617
66,0.13260066978488982
67,0.14577072647004163
68,0.07759182670433917
69,0.14737975277118043
70,0.04228186350025176
71,0.08676311251820001
72,0.03887591338498986
73,0.048193660797399396
74,0.08749993333330597
75,0.12611246199485615
76,0.17370099433886965
77,0.0855274197035567
78,0.11277502062564926
79,0.08827121570101149
80,0.1109354301273564
81,0.12226794759710646
82,0.03437006538259091
83,0.12602302606072868
84,0.22635168260581828
85,0.27631929284894063
86,0.1282072320850176
87,0.10158445193208276
88,0.1353198503876314
89,0.13428846534911365
90,0.1966552601662599
91,0.11079019929854361
92,0.08097152039857303
93,0.11608661172784096
94,0.07225315784744968
95,0.14574200850954178
96,0.10207552905662709
97,0.10364681175253843
98,0.09699080902187074
99,0.08007962259676749
100,0.06859613070610493
101,0.06508597541988781
102,0.06157376885077692
103,0.08116064868129147
104,0.07820392951956112
105,0.07011818261258718
106,0.12584333367931677
107,0.13492600407220667
108,0.1077719416500269
109,0.09435942332694225
110,0.14206487879584717
111,0.09594260346363281
112,0.049284533039807954
113,0.08370957280392766
114,0.048123096665885434
115,0.08520454777622444
116,0.06645212982651394
117,0.0942490643073075
118,0.07728905734935765
119,0.15214406241807765
120,0.08416741914560788
121,0.12296333249777724
122,0.1534601655221195
123,0.0990724509015184
124,0.13140354108863228
125,0.0911750117641077
126,0.07178177303867628
127,0.1344550295200122
128,0.09529316729976145
129,0.12612969277115482
130,0.14804190688898622
131,0.24916317914386887
132,0.08774649753702413
133,0.12083574188132928
134,0.11278486678353516
135,0.12556928228483422
136,0.12357256351694978
137,0.10579286391502052
138,0.0996902973088396
139,0.07454936391768818
140,0.12419082018084815
141,0.11952333108649604
142,0.1881346412860072
143,0.1734240711483377
144,0.16123083537675242
145,0.20154100576041323
146,0.26816216129729753
147,0.30614904867653436
148,0.27075785466988833
149,0.2686327255929122
150,0.24790902478318877
151,0.28383724465117766
152,0.38160343860653967
153,0.3766040519401237
154,0.4061519614982405
155,0.5471600193477002
156,0.5303596021988124
157,0.504687386538416
158,0.48517066058283476
159,0.5963990139072877
160,0.6332687726230866
161,0.6531022166573202
162,0.5592900756061852
163,0.6337208753726671
164,0.03276103908145345
165,0.019771085034292923
166,0.02792616530304315
167,0.05022607188761796
168,0.04443201822851961
169,1.7411642015032633
170,1.826099620963948
171,1.7404384576157774
172,1.5564363308456741
